fecha,NO_CEDULA,FRECUENCIA,VENTA_NETA,VENTA_NETA_DIGITAL,FACTURAS_TOTAL,FACTURAS_DIGITAL,TICKET_PROMEDIO_TOTAL,TICKET_PROMEDIO_DIGITAL,CL_CALL,CL_COM,CL_APP,CL_TIENDA,flag_digital
2023-11-19,3137310611,1,,5712774.61,,96763110,,88520694.96,5,0,3,3,True
2023-11-14,2426093577,3,60927945.47,,63199326,,70359909.32,,4,1,3,1,False
2023-11-16,2407434603,0,,83556453.45,,21427844,,42880495.08,0,5,1,4,True
2023-11-14,2126716141,4,,80337838.43,,75484873,,65909505.06,1,5,3,1,True
2023-11-19,1913498650,1,94905592.97,,32040764,,39711964.8,,1,2,0,0,False
2023-11-19,1600077125,4,,16204297.42,,95072033,,97115669.15,1,1,2,0,True
2023-11-16,2591962339,1,,56596042.22,,73094425,,46389391.83,2,0,0,1,True
2023-11-19,2897672022,7,,29716417.01,,55932994,,99106655.11,5,0,2,3,True
2023-11-18,1423238603,10,44431259.78,,84642350,,36355961.54,,2,4,2,4,False
2023-11-17,3162970175,0,62315204.12,,29177314,,3446413.37,,1,1,3,3,False
2023-11-18,3877489247,5,,18702920.06,,98761702,,57175953.43,5,0,3,5,True
2023-11-13,3719716711,2,,80248960.15,,96617717,,24913244.1,2,0,3,2,True
2023-11-14,1956515541,3,,17337133.14,,68477048,,3608562.92,4,4,1,0,True
2023-11-13,3381751540,4,15024155.68,,71289236,,12458727.43,,2,5,5,0,False
2023-11-15,1245105694,10,22940092.18,,58731998,,93813335.27,,1,4,4,0,False
2023-11-13,1539404642,10,97154028.07,,50691763,,98415965.16,,4,1,1,2,False
2023-11-15,2064532987,6,99911184.54,,81122389,,63480216.36,,1,5,2,0,False
2023-11-16,3491326522,10,24102059.94,,60065521,,72316579.38,,0,5,5,5,False
2023-11-19,1287346750,0,50762281.36,,12329359,,33112305.87,,4,2,0,2,False
2023-11-17,2756398033,8,90861453.45,,17477564,,42406306.88,,5,5,5,0,False
2023-11-16,3637053195,9,,26401772.84,,58105362,,43931773.36,0,1,2,3,True
2023-11-14,2030980006,3,36245661.34,,24899235,,92919691.91,,5,2,3,4,False
2023-11-17,1505379761,1,91205969.09,,83020812,,78110706.59,,5,3,0,2,False
2023-11-17,1831339380,1,94366828.88,,76973637,,15339824.71,,2,0,2,5,False
2023-11-18,3906152720,8,99127115.95,,92406519,,43864615.97,,3,2,5,4,False
2023-11-15,3654265986,6,14495957.93,,93491986,,40392155.32,,5,0,3,3,False
2023-11-16,1273002694,7,,86274420.36,,79371919,,70831621.48,3,4,3,5,True
2023-11-15,2876315345,7,81405612.01,,19087733,,40239928.51,,4,1,2,4,False
2023-11-15,1440637250,5,47472963.19,,59730591,,20885850.18,,5,4,5,0,False
2023-11-19,3045351502,7,,25945716.4,,48864735,,39843326.44,5,4,4,5,True
2023-11-15,1194821287,4,,21089275.08,,76280603,,68340650.05,0,0,0,4,True
2023-11-16,3226854155,1,84274061.94,,22520463,,86550503.39,,5,3,4,4,False
2023-11-19,1884319140,9,68391057.81,,80992684,,61886679.87,,1,4,4,1,False
2023-11-19,3020780560,8,71501606.07,,34529808,,23953774.28,,0,3,1,4,False
2023-11-17,2502232484,0,37457029.38,,92951569,,73265897.18,,2,5,5,5,False
2023-11-13,1204213456,9,,9951976.0,,54372780,,91863908.19,2,2,3,0,True
2023-11-13,3087784191,2,,76835048.7,,76546609,,39796820.21,2,4,2,2,True
2023-11-15,3615276398,6,,52665521.97,,36294434,,2675353.87,0,3,4,5,True
2023-11-14,3687761033,0,28405814.59,,66991329,,67370386.18,,2,3,5,1,False
2023-11-14,1888848048,10,,88184125.55,,31626449,,46667306.43,0,1,0,3,True
2023-11-16,2686640425,6,46124544.15,,74667211,,61660597.47,,4,4,3,4,False
2023-11-14,2709589276,6,90168365.22,,6292718,,61085416.83,,4,5,5,1,False
2023-11-13,3236315309,3,,82294160.39,,2891457,,43434019.16,4,1,3,1,True
2023-11-16,2229677265,10,,61165226.21,,58520434,,22815166.13,2,0,1,3,True
2023-11-14,1076216950,4,83611995.24,,19305143,,99546349.07,,5,1,1,1,False
2023-11-17,1140388416,9,61091285.16,,18723575,,87770331.46,,2,5,2,5,False
2023-11-16,2308525414,2,48887043.28,,8638838,,44042078.6,,2,5,2,2,False
2023-11-15,2222869107,10,95486874.43,,54957383,,73929529.89,,3,3,5,3,False
2023-11-16,2684098290,5,,9022142.38,,78528507,,29934086.45,4,5,1,5,True
2023-11-17,2172624606,6,,52498709.53,,40130408,,12990222.01,0,0,5,1,True
2023-11-18,1476630448,8,16639386.89,,96014148,,17088118.14,,1,1,3,3,False
2023-11-17,1207381391,5,,24299771.44,,47596206,,45774600.96,2,2,1,5,True
2023-11-14,3234836771,3,87455760.99,,7639001,,48092796.35,,0,1,0,0,False
2023-11-19,3933460289,4,,52182061.56,,59546143,,31631720.38,5,1,5,5,True
2023-11-17,3046124117,0,87184639.25,,17036685,,86961509.67,,4,2,5,5,False
2023-11-13,1486122832,7,,80205958.6,,12947590,,29247664.4,0,4,2,4,True
2023-11-13,1869338968,10,,59231355.95,,30910271,,76150535.52,2,3,1,1,True
2023-11-16,2697885365,6,33612764.74,,35933067,,71649909.23,,0,1,2,1,False
2023-11-19,1155736812,9,91317584.22,,91721337,,43600383.97,,4,3,2,1,False
2023-11-17,1296418775,6,18019261.29,,53847572,,9758825.88,,4,2,5,1,False
2023-11-13,1864618052,8,13008906.02,,92083715,,87623382.49,,4,1,1,1,False
2023-11-13,3900898176,6,2162424.01,,72967350,,55154293.42,,0,1,2,3,False
2023-11-15,2210835935,6,99532463.71,,19239614,,43618219.08,,1,3,2,4,False
2023-11-17,2252956213,0,70084672.32,,86973458,,24143958.68,,3,0,0,0,False
2023-11-18,2376907184,3,12679614.36,,90280576,,98321764.44,,4,1,1,1,False
2023-11-15,2786947879,4,,51028542.95,,8217401,,24584208.46,4,4,1,3,True
2023-11-15,1161887659,4,57556062.74,,14076699,,71025620.08,,5,5,2,1,False
2023-11-13,2363175749,3,94282035.73,,97392987,,13010756.51,,0,2,0,0,False
2023-11-18,2105080691,9,30611756.83,,16219639,,27331722.78,,4,0,0,5,False
2023-11-14,2292324533,2,,63064387.41,,81930484,,45798246.91,4,1,5,0,True
2023-11-14,1479140421,4,,39303556.35,,92971245,,88657372.08,5,3,1,4,True
2023-11-15,3375478587,7,,77561728.61,,44674203,,14510417.9,2,5,2,4,True
2023-11-16,3398227397,5,,63655449.16,,45713118,,25980072.27,1,1,4,2,True
2023-11-17,3743412047,0,,40900524.52,,70118105,,92192227.26,5,4,1,5,True
2023-11-13,2348077599,8,56229415.79,,99313116,,6079331.85,,1,2,3,5,False
2023-11-17,1569788226,9,,54104521.32,,24973878,,41519419.01,0,5,0,1,True
2023-11-18,3400391167,3,,54873292.84,,30956185,,57542174.22,1,2,2,2,True
2023-11-19,2594937264,5,,1012758.39,,13059906,,56756675.73,2,4,1,3,True
2023-11-14,1494075657,5,3464700.2,,60668232,,9266443.75,,5,3,5,1,False
2023-11-13,1247984022,6,22487807.7,,23798061,,33356551.66,,2,0,1,5,False
2023-11-14,2594627601,4,,52662543.73,,92581271,,97651358.73,2,2,5,5,True
2023-11-14,3820278311,4,46711927.12,,78337902,,60737541.62,,3,2,1,1,False
2023-11-14,2896960486,10,,5120097.55,,33599132,,82314403.36,4,0,5,0,True
2023-11-13,3388240272,6,44578192.14,,54594516,,44790843.95,,2,3,5,5,False
2023-11-17,2287421439,1,51935833.68,,24825365,,56456767.99,,4,5,3,4,False
2023-11-14,1456800246,2,40096448.67,,71380272,,81542357.6,,3,5,0,2,False
2023-11-18,1191152776,6,55216746.11,,61902262,,88452493.22,,1,4,5,3,False
2023-11-16,3436558541,5,26347081.63,,11866914,,17243803.74,,2,2,4,3,False
2023-11-17,3840345055,2,81671184.75,,56893195,,33654253.08,,0,3,3,4,False
2023-11-16,2724885775,1,17052642.78,,73809914,,14522559.26,,0,5,4,2,False
2023-11-13,3883708715,0,16410180.66,,57142109,,44931263.29,,2,1,0,0,False
2023-11-13,3322298416,9,,45075512.61,,53229955,,64282281.52,5,3,4,2,True
2023-11-17,1921976594,10,,26851788.99,,19891177,,16114728.11,1,3,5,0,True
2023-11-16,1189169755,3,,66866792.15,,79762674,,46714839.58,2,5,2,4,True
2023-11-17,1897706146,10,78613844.46,,36429942,,10742847.64,,4,3,2,3,False
2023-11-19,3296537394,1,,79442048.57,,1883410,,99778917.32,1,5,3,2,True
2023-11-18,3483897381,9,,70648308.39,,17441296,,56486313.88,3,2,5,2,True
2023-11-16,3062579474,0,36394824.91,,39830047,,30073963.72,,2,0,5,4,False
2023-11-14,1204412955,8,79624738.82,,6397410,,88789338.3,,1,3,0,5,False
2023-11-14,1163763198,3,58952156.72,,72985817,,64993479.39,,0,0,0,4,False
2023-11-13,3023770618,0,98516659.1,,63332436,,13144476.8,,4,1,3,4,False
2023-11-17,3232260952,2,49447905.92,,88385756,,77838558.91,,2,5,4,4,False
2023-11-13,3307710286,5,,75404237.55,,49464819,,30010131.85,1,0,4,5,True
2023-11-15,1586818487,0,33106954.26,,71976482,,65422291.58,,2,4,1,5,False
2023-11-18,1218762656,1,,6184702.34,,76420594,,7380488.75,2,1,0,5,True
2023-11-16,2893102305,0,,12625454.83,,5047221,,75249958.61,3,5,1,0,True
2023-11-14,1121406035,6,,84163063.55,,29785453,,47560832.13,4,3,0,5,True
2023-11-17,3940995501,8,,78662463.17,,77402103,,82511483.69,4,0,5,2,True
2023-11-19,2965274514,8,,71093434.55,,70299097,,71537160.23,2,3,5,5,True
2023-11-13,2951722317,3,,13833661.29,,75527467,,83128769.76,4,0,4,3,True
2023-11-16,1247447530,4,19582189.22,,4212672,,66402885.35,,2,3,0,4,False
2023-11-13,3001628713,0,,24326752.45,,98281246,,39163135.85,4,2,2,2,True
2023-11-13,1420574463,0,,55417183.21,,75514776,,5767651.48,1,0,1,0,True
2023-11-13,3783676656,0,,51368489.65,,11973748,,20608018.52,1,3,4,3,True
2023-11-14,1068015889,7,32840137.56,,29784457,,55099964.64,,5,2,0,3,False
2023-11-13,2258116831,6,,9599996.25,,5323665,,62169863.23,2,0,5,1,True
2023-11-19,2236152181,10,44905801.24,,56975369,,48194990.96,,4,5,2,5,False
2023-11-18,2714600729,5,26229509.12,,97410451,,10853066.12,,2,2,4,4,False
2023-11-17,1238537455,8,,10171420.54,,81977136,,62635495.49,0,3,0,5,True
2023-11-17,3286481524,7,,86741178.85,,45541138,,18825017.52,2,0,1,2,True
2023-11-19,2948595047,8,13664802.23,,13795207,,61267275.22,,5,2,4,1,False
2023-11-18,3258152871,7,,40981686.82,,6927665,,70004658.54,5,1,1,4,True
2023-11-14,3667066918,7,48003287.58,,88530497,,72387415.57,,1,1,4,2,False
2023-11-13,1775167532,10,26682026.23,,15964467,,150495.02,,1,4,3,0,False
2023-11-15,2670958886,5,,57251528.82,,11357055,,9268856.17,2,4,3,1,True
2023-11-18,3776044220,6,,23629385.68,,58557899,,4528576.27,2,2,5,2,True
2023-11-14,1266565213,0,90943470.9,,25623637,,72141060.65,,5,5,0,0,False
2023-11-18,2662335036,5,44752743.32,,49391268,,95261314.18,,1,3,1,0,False
2023-11-19,3168527435,3,,82519345.45,,71482122,,32140693.39,1,1,0,4,True
2023-11-16,1050081286,9,35989179.19,,68512891,,16448754.75,,3,0,5,5,False
2023-11-13,2199729592,9,47294441.05,,63178030,,78671904.51,,0,4,5,1,False
2023-11-16,1131865342,4,50369823.96,,71539793,,38630569.9,,4,0,2,5,False
2023-11-15,1159198863,7,34253309.9,,22357101,,31516775.13,,5,1,0,3,False
2023-11-15,2175144340,7,78098846.83,,15579893,,37698424.86,,3,0,3,2,False
2023-11-16,1668887299,10,,26551626.18,,50895030,,99834399.37,1,1,0,3,True
2023-11-14,1360386203,0,4670504.28,,61349257,,24643148.75,,5,2,3,3,False
2023-11-19,2922540884,8,61346000.17,,11285216,,94364181.22,,1,4,2,4,False
2023-11-15,1327473954,9,,25678005.84,,43815309,,1820660.0,3,2,0,4,True
2023-11-17,1237450426,9,6355027.88,,82044339,,39422823.56,,1,2,2,4,False
2023-11-14,3104799706,3,9116285.2,,87923385,,91310807.29,,0,5,4,5,False
2023-11-15,1867120518,3,3390644.05,,40122139,,60052223.58,,0,0,2,3,False
2023-11-13,3836200686,1,,67324835.98,,20407729,,82508531.89,0,0,2,2,True
2023-11-18,3293215242,3,53824392.83,,50774947,,72116750.89,,5,5,4,2,False
2023-11-13,1945459427,1,,4119379.26,,59092775,,69071225.18,1,5,0,0,True
2023-11-16,1450948940,5,,37420947.75,,75205673,,26583681.19,4,5,2,0,True
2023-11-17,2466570800,9,,93444911.82,,98325801,,98948443.59,0,1,4,5,True
2023-11-16,1897298817,10,,52938094.55,,81921637,,743388.24,4,5,1,0,True
2023-11-18,1174732384,7,,90653950.65,,31982696,,90642884.12,1,3,1,0,True
2023-11-17,2681682682,2,88843115.24,,13683689,,95526697.87,,4,1,3,2,False
2023-11-17,2894604577,7,,45237909.47,,5198184,,28239220.06,1,5,2,4,True
2023-11-16,1187930026,5,66227377.96,,53907226,,3868218.89,,3,4,1,4,False
2023-11-19,3755586469,9,,32885983.65,,2286547,,3033274.2,2,4,3,3,True
2023-11-18,1757977690,7,4218088.61,,45823075,,89852192.69,,5,0,0,1,False
2023-11-18,3259466494,2,49638823.69,,55148371,,34410703.77,,1,0,5,3,False
2023-11-19,1564528137,3,,73486.32,,81728295,,83987115.08,3,3,4,5,True
2023-11-14,2021856679,8,,12649183.36,,54211622,,94295174.97,2,5,1,2,True
2023-11-15,1366497662,1,,65245707.16,,52354971,,218406.4,4,1,4,4,True
2023-11-17,3036878166,7,30248624.28,,94972402,,48258714.83,,5,2,4,5,False
2023-11-13,2988385897,3,,48152063.54,,98283067,,14953721.76,2,3,5,3,True
2023-11-18,2355083454,5,44586491.35,,23152886,,4382959.02,,0,2,4,3,False
2023-11-15,2620703309,0,55905554.18,,98378233,,96202614.11,,1,2,4,4,False
2023-11-14,2782116117,3,78399932.11,,20357735,,75301909.53,,3,3,5,4,False
2023-11-17,3202688100,10,,57885411.66,,46306177,,45672403.14,5,3,5,5,True
2023-11-13,1737122420,3,58233030.22,,35242898,,92345319.67,,3,2,4,3,False
2023-11-16,3103909345,6,3521751.04,,95147357,,14568240.46,,4,1,2,3,False
2023-11-16,2564561803,9,18754217.13,,56072688,,19146713.26,,2,3,5,2,False
2023-11-16,1839979303,0,13038311.14,,48132371,,93542883.37,,2,1,1,0,False
2023-11-18,3771461744,9,,75084327.7,,41810199,,39965832.05,0,4,4,3,True
2023-11-16,2830067884,6,,94887676.56,,42348242,,1115841.5,3,2,3,4,True
2023-11-14,3655914204,5,,3696674.63,,64846904,,38004087.58,3,5,1,2,True
2023-11-16,1359509669,4,,83641726.3,,84688045,,24876893.58,0,5,2,5,True
2023-11-15,2440031600,4,,54827359.08,,35074790,,89841683.36,2,3,4,2,True
2023-11-14,3074518320,6,,37692867.62,,23973023,,94164156.18,3,0,5,5,True
2023-11-16,2434447128,4,57413596.32,,37512874,,2127904.24,,1,2,1,3,False
2023-11-18,2342121275,0,,47965600.67,,65460915,,67687030.54,1,1,0,2,True
2023-11-15,3524068121,1,59782669.5,,53802902,,78571834.26,,4,1,4,5,False
2023-11-18,3423551095,2,,89337158.25,,20834567,,44204993.85,4,0,3,2,True
2023-11-13,2569306599,4,12053402.72,,27935973,,59675821.15,,0,4,2,2,False
2023-11-13,1988220418,8,22363836.45,,63281286,,12314156.42,,2,4,4,3,False
2023-11-15,2220350508,9,,87961316.86,,35926097,,33298337.46,4,5,5,2,True
2023-11-17,2318937885,0,,5025683.67,,16257127,,95770712.54,0,3,3,4,True
2023-11-14,3641971236,1,41880391.76,,4865869,,60492469.25,,0,4,2,0,False
2023-11-15,1739659626,10,,25851232.89,,82460295,,91852281.0,1,0,3,2,True
2023-11-17,1237425870,2,,12065111.75,,99348006,,44004363.84,1,3,0,2,True
2023-11-18,3451191684,5,37465790.07,,89416117,,92846380.76,,1,4,0,1,False
2023-11-13,1250474506,0,,42102053.61,,61379177,,96896884.64,0,0,4,2,True
2023-11-19,1226958102,7,,88552269.85,,97267129,,55743569.69,4,1,5,3,True
2023-11-18,2326712579,5,37455711.31,,7351119,,12412892.19,,2,2,4,0,False
2023-11-19,3721623820,4,95492685.49,,73734819,,60372138.82,,4,5,5,5,False
2023-11-14,1973223594,2,59026912.61,,18289780,,74159381.96,,2,4,4,5,False
2023-11-17,2626095969,2,6077262.26,,9168304,,62593366.41,,0,0,0,5,False
2023-11-13,3382355470,2,,96914617.4,,18592205,,18042786.33,0,5,5,5,True
2023-11-18,3234198582,9,,8515883.26,,76253086,,53091890.5,2,0,3,4,True
2023-11-17,1654184738,1,50325350.68,,13933605,,7705785.05,,3,5,2,0,False
2023-11-16,3531723225,0,,9314729.28,,69739973,,73914028.97,0,3,5,5,True
2023-11-14,1671646715,8,,5972224.3,,23512896,,31150437.82,0,3,2,2,True
2023-11-13,3762932709,7,12344025.07,,73835722,,71032361.24,,2,2,3,5,False
2023-11-16,3229919540,10,,93621971.49,,64775725,,12216248.27,3,2,5,3,True
2023-11-19,1904715721,0,93102079.35,,83127778,,99781325.54,,5,4,2,1,False
2023-11-18,3273763092,10,202129.16,,13535737,,19562024.59,,5,2,2,2,False
2023-11-15,3883718119,6,14980425.31,,33291394,,15687501.32,,1,5,0,4,False
2023-11-15,1506215722,4,71336887.69,,96276645,,97386217.47,,2,3,1,3,False
2023-11-17,2717003646,5,44819400.94,,89708869,,68109413.6,,3,3,0,1,False
2023-11-16,2421318537,5,70045535.07,,2817475,,69368659.99,,5,0,3,1,False
2023-11-18,3970146863,3,,29438343.86,,71755789,,65406799.11,2,5,5,5,True
2023-11-16,2378349938,6,,58360347.42,,62659093,,40343894.22,2,5,3,3,True
2023-11-17,3017439440,6,84494445.09,,63850795,,46701954.88,,4,3,5,3,False
2023-11-19,3094647195,3,,39066782.46,,51317967,,89544525.94,4,2,3,2,True
2023-11-14,3024674406,9,69608641.25,,9872402,,64783854.53,,2,3,4,5,False
2023-11-17,1634595376,1,,70578553.21,,85022510,,21627938.1,3,3,2,1,True
2023-11-14,3851783795,5,75957298.98,,8342082,,80826442.22,,2,3,2,2,False
2023-11-15,3039683396,2,,6422690.68,,14163735,,43727778.66,1,3,5,3,True
2023-11-17,3119703526,0,,25332198.97,,35880285,,89237902.9,1,3,4,3,True
2023-11-17,1229254737,4,11345755.49,,75816201,,30425480.53,,4,0,1,4,False
2023-11-14,3492592406,5,,35288025.1,,71140977,,93988445.66,2,2,5,4,True
2023-11-18,3410373652,2,,76475817.27,,60670717,,71513187.5,1,4,4,1,True
2023-11-13,1411472697,6,78814650.9,,75122415,,69340930.54,,0,1,0,5,False
2023-11-16,2413595818,1,1520292.55,,88329393,,13274290.74,,1,2,5,4,False
2023-11-18,1042938117,3,,59433865.99,,33462899,,16320029.25,2,1,1,2,True
2023-11-17,1401839474,8,,3552597.61,,66783989,,23985181.42,4,0,3,4,True
2023-11-18,1232213045,6,,24564874.89,,31016161,,3902307.64,2,4,4,2,True
2023-11-16,3334780539,5,47728912.81,,10017195,,24912387.6,,2,1,4,0,False
2023-11-15,1138211985,9,84887378.27,,648275,,18850908.5,,1,5,4,4,False
2023-11-18,2840282042,0,39248518.11,,11915842,,54432532.2,,0,1,4,1,False
2023-11-15,2404994396,5,21775485.71,,5482323,,41307990.72,,3,0,4,1,False
2023-11-18,1309716757,7,33666543.89,,749432,,52883960.49,,0,5,1,0,False
2023-11-16,3235767530,1,35597342.12,,44132026,,12995274.09,,4,4,4,3,False
2023-11-18,2985137570,10,24359273.71,,34498394,,81207300.53,,5,5,4,0,False
2023-11-13,3579240097,1,60472505.88,,13138702,,94547048.29,,5,1,4,4,False
2023-11-13,3202641923,10,84249701.09,,16329980,,4556299.39,,5,1,0,3,False
2023-11-15,3629287038,2,38906849.13,,35602852,,53858088.41,,0,4,5,5,False
2023-11-19,3188303242,1,,67892182.84,,48268735,,28629261.78,2,4,3,4,True
2023-11-14,2834860103,1,,76088540.97,,73884900,,50441402.48,1,5,4,5,True
2023-11-15,1095391789,4,,75150033.99,,16970475,,3811296.9,0,3,1,3,True
2023-11-13,2807688251,7,38788774.39,,39476591,,65977038.26,,3,1,4,3,False
2023-11-15,2542618081,3,15586581.84,,28412101,,91170828.43,,2,2,1,1,False
2023-11-19,3303488727,4,66321497.58,,11742081,,83132766.13,,3,0,1,0,False
2023-11-13,2795820846,5,,21702493.76,,56044570,,29797641.58,0,0,5,2,True
2023-11-18,1628981372,0,88330539.03,,63645940,,52000464.72,,2,2,0,1,False
2023-11-13,2829866529,6,,67394278.08,,50001787,,9930943.39,1,5,4,4,True
2023-11-17,1358215495,4,,24899957.6,,5310308,,50346140.14,3,1,2,2,True
2023-11-13,2826508608,9,51967097.67,,17788759,,92609495.44,,2,2,3,1,False
2023-11-17,2974612457,0,67520254.14,,32599486,,18291067.74,,5,4,1,0,False
2023-11-16,2417607076,9,,42363748.12,,40090751,,78922766.64,1,0,5,4,True
2023-11-14,2463032714,6,84364211.7,,31777127,,50863076.85,,1,0,0,5,False
2023-11-19,3958446022,8,,94697603.47,,84857566,,20198798.32,5,1,1,4,True
2023-11-18,3975056179,10,6481286.63,,59648629,,99812616.96,,3,5,0,4,False
2023-11-19,3583666974,5,,78360186.23,,77445735,,50848687.38,3,2,4,3,True
2023-11-17,1279374249,7,76356852.82,,36282838,,97361558.64,,5,0,2,5,False
2023-11-16,1499251465,6,,69159602.1,,61831412,,79801599.57,2,0,4,2,True
2023-11-14,1906113551,3,42099259.04,,21930432,,14810082.5,,0,3,3,3,False
2023-11-16,2486931528,0,,82292938.08,,31429864,,67780909.01,0,4,5,3,True
2023-11-18,1172634705,0,,71644744.17,,17751221,,11759010.72,1,1,3,3,True
2023-11-14,1264584609,1,,73946183.85,,88646120,,49981000.32,2,1,2,1,True
2023-11-17,1984233594,0,24534564.56,,93354428,,89182850.76,,1,0,2,0,False
2023-11-15,2756506273,4,,3205355.91,,79453085,,22315591.91,3,5,3,2,True
2023-11-17,3004967758,4,22958448.5,,64215973,,13983577.43,,4,0,0,5,False
2023-11-14,2306814041,2,,93745924.6,,97304171,,15184561.84,2,5,2,3,True
2023-11-16,3632445007,4,49345686.72,,40251850,,99848128.02,,5,3,1,4,False
2023-11-15,3378334770,10,94492863.27,,45377969,,47471869.22,,2,4,4,5,False
2023-11-14,2068736127,2,29263576.55,,91333690,,35777325.97,,5,5,1,4,False
2023-11-16,3909976612,3,,23950568.01,,1837892,,6139227.71,0,0,3,1,True
2023-11-16,3455758075,10,,40676705.46,,58990496,,54581868.25,0,1,3,0,True
2023-11-18,3669293841,5,52440938.03,,55951946,,37422156.98,,5,4,3,2,False
2023-11-17,1509100575,7,,7972803.6,,14107851,,45340286.39,1,3,1,5,True
2023-11-16,2730724288,9,63031034.94,,13534734,,63641696.16,,0,2,5,1,False
2023-11-19,2097990179,4,,52166635.48,,72203769,,97497891.05,4,4,3,1,True
2023-11-18,1809758362,1,90449903.59,,29517389,,2303156.2,,2,4,0,0,False
2023-11-17,3204001423,3,15113575.27,,73763763,,22900207.16,,1,4,5,3,False
2023-11-19,1300865290,7,69402617.16,,38994117,,50881371.59,,5,1,4,2,False
2023-11-19,3607958647,3,32495307.7,,1149781,,93867680.73,,4,1,4,3,False
2023-11-17,3258744681,9,,98271671.35,,41084427,,6124002.27,2,3,2,3,True
2023-11-15,3206730549,1,45671503.7,,13311081,,3731774.98,,5,1,2,3,False
2023-11-13,2530187823,6,,97735008.66,,6729280,,64873959.97,0,4,2,4,True
2023-11-14,3088659535,2,72409104.78,,57566078,,77456034.35,,3,4,3,5,False
2023-11-19,3692681872,1,87115687.84,,72468664,,1082535.15,,4,5,1,4,False
2023-11-18,1264761864,1,24811214.57,,61235210,,12188231.94,,5,1,1,1,False
2023-11-18,3046423970,0,,77911383.13,,92892909,,40443091.85,3,4,4,0,True
2023-11-13,1455537745,0,46599253.6,,57630075,,27376303.17,,0,4,4,5,False
2023-11-19,3453493436,9,,98723544.52,,93388812,,17360914.21,3,4,4,0,True
2023-11-13,1295038466,1,81307981.92,,38199319,,80247389.39,,4,4,0,4,False
2023-11-17,3423008681,8,,50800607.48,,52303385,,81402438.51,1,3,2,3,True
2023-11-14,2054583414,2,,9922316.01,,51103075,,72089103.07,5,3,0,1,True
2023-11-14,3443671624,2,,11655105.61,,47901587,,47579798.87,0,2,1,2,True
2023-11-15,1521700318,4,,61747350.28,,83552781,,15113932.58,0,2,1,2,True
2023-11-19,1879269775,0,80363162.26,,72022134,,89208377.14,,3,2,2,5,False
2023-11-14,2857219808,6,69226753.17,,20107618,,33669983.48,,1,3,1,4,False
2023-11-15,2327297257,0,,17317820.95,,59767048,,90546676.96,1,4,2,4,True
2023-11-17,2906933877,7,,46177459.27,,59705706,,19480221.51,2,0,3,3,True
2023-11-13,1883341154,0,74178459.83,,99634230,,96098126.34,,0,5,5,5,False
2023-11-19,1221657392,0,19718792.17,,63434373,,60680587.89,,5,0,3,0,False
2023-11-18,3860147689,10,68710242.95,,2295962,,14005464.31,,5,1,4,0,False
2023-11-17,2180568190,5,,47505441.06,,99311465,,87017779.69,2,0,1,4,True
2023-11-19,2175761099,5,63205211.82,,34915747,,49087233.72,,5,1,4,0,False
2023-11-19,2188630832,1,,21186625.58,,87074258,,77906021.42,4,3,5,1,True
2023-11-15,3093710690,3,,56423521.55,,89225479,,63012451.06,2,5,3,2,True
2023-11-14,3034848500,5,7873120.88,,32898602,,77233431.08,,5,0,1,3,False
2023-11-16,1798541024,1,,37148341.78,,39564146,,64326272.98,3,4,0,3,True
2023-11-13,3772685115,0,,75702857.04,,84258049,,88182357.02,1,0,5,0,True
2023-11-15,3777336188,5,56735429.71,,70347974,,85419839.5,,5,5,0,0,False
2023-11-16,3935482510,0,12557041.1,,7635902,,17280280.03,,0,5,2,3,False
2023-11-19,2912954916,1,,95559468.78,,5262621,,25994898.99,1,1,4,1,True
2023-11-17,2614040546,5,94944397.06,,39792501,,13135310.84,,0,0,2,3,False
2023-11-16,3565029433,7,,54747216.44,,44995614,,34126751.39,1,2,5,1,True
2023-11-18,1335130579,7,,46299459.0,,49708926,,22150930.21,1,2,3,0,True
2023-11-13,1724425364,8,97673859.83,,12767803,,30291307.71,,2,3,5,1,False
2023-11-16,3513891682,10,35062015.21,,85626444,,38630137.49,,3,4,5,1,False
2023-11-18,1779021976,10,30937263.22,,3944056,,60098557.91,,0,5,1,2,False
2023-11-19,3421880238,9,,99782329.09,,93087444,,19675466.91,0,1,3,0,True
2023-11-15,1974404804,5,,77333063.58,,74183327,,63635646.75,3,5,5,1,True
2023-11-14,2902916712,5,49234309.32,,78954706,,78078445.31,,4,2,3,1,False
2023-11-16,3240326918,0,35819187.17,,21325321,,34432288.59,,4,3,3,5,False
2023-11-19,3956671965,10,36859176.99,,7610991,,34222000.69,,5,3,3,4,False
2023-11-13,3559933153,2,66675915.66,,70776419,,90647036.74,,2,5,1,0,False
2023-11-19,3324095391,2,17561986.32,,25631043,,81030459.41,,1,1,4,2,False
2023-11-13,3050934306,6,34725478.32,,90804977,,82519677.93,,3,1,0,1,False
2023-11-19,2397719097,7,,6444951.6,,68950542,,55960728.03,0,5,5,0,True
2023-11-19,1842426196,4,,48266519.07,,41258734,,50603811.33,3,2,0,5,True
2023-11-14,2578744975,4,22165340.02,,33733731,,12599509.87,,2,1,3,0,False
2023-11-14,3749134140,4,,24967791.8,,73518820,,32330097.61,3,0,0,0,True
2023-11-14,3391020830,7,,13374121.39,,88440621,,17670219.08,1,3,2,4,True
2023-11-14,2368011863,10,,81137924.32,,94834148,,41833814.61,4,3,4,2,True
